"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000096968",309.373667392497,0.535810627292422,0.110482805880454,4.84971958326428,1.23636134366632e-06,3.92619984549757e-06,"JAK2","3717","Janus kinase 2"
"ENSG00000162419",336.64645875774,0.511858497944743,0.105547044168314,4.84957681172475,1.23725152138949e-06,3.92818029345936e-06,"GMEB1","10691","glucocorticoid modulatory element binding protein 1"
"ENSG00000125753",2506.50497245048,-0.256652910025636,0.0529254361941325,-4.84933008552303,1.23879130798891e-06,3.93222190332556e-06,"VASP","7408","vasodilator stimulated phosphoprotein"
"ENSG00000172239",1206.32001665852,0.297960893513464,0.0614447422818545,4.84924962573171,1.23929384572426e-06,3.93297000393714e-06,"PAIP1","10605","poly(A) binding protein interacting protein 1"
"ENSG00000071462",788.106232272039,0.350394057869352,0.0723170894400689,4.84524557863647,1.26455165024321e-06,4.01226312621838e-06,"BUD23","114049","BUD23, rRNA methyltransferase and ribosome maturation factor"
"ENSG00000175931",684.815300133896,-0.374594431503459,0.0773383212876532,-4.84358110270053,1.27519634701106e-06,4.04516654374709e-06,"UBE2O","63893","ubiquitin conjugating enzyme E2 O"
"ENSG00000163001",535.542319368874,0.414883935329718,0.0856748188452338,4.84254231198527,1.28188327201099e-06,4.06550369332858e-06,"CFAP36","112942","cilia and flagella associated protein 36"
"ENSG00000132481",66.1224731033568,-1.10986895856537,0.229276404617256,-4.84074652347299,1.29352279073821e-06,4.10153590574435e-06,"TRIM47","91107","tripartite motif containing 47"
"ENSG00000010072",258.835015785145,0.570168015027511,0.117805076835158,4.83992736429632,1.29886592332725e-06,4.11759216562636e-06,"SPRTN","83932","SprT-like N-terminal domain"
"ENSG00000173153",335.73356490365,-0.507682244922375,0.104962082004986,-4.83681568833839,1.31935660452801e-06,4.18165110484599e-06,"ESRRA","2101","estrogen related receptor alpha"
"ENSG00000112992",1309.29135343404,-0.294886476523852,0.0609915104769552,-4.83487741519814,1.33227709185083e-06,4.2216942119324e-06,"NNT","23530","nicotinamide nucleotide transhydrogenase"
"ENSG00000125734",696.403449379449,0.357111524865791,0.073867872689121,4.83446337176549,1.33505282818452e-06,4.22958052058975e-06,"GPR108","56927","G protein-coupled receptor 108"
"ENSG00000146007",808.257514761419,-0.341195493324793,0.0705814917876703,-4.83406463483668,1.33773120707761e-06,4.23715506767886e-06,"ZMAT2","153527","zinc finger matrin-type 2"
"ENSG00000051523",1059.50387334999,0.341712263829904,0.0706906544179201,4.83391003582617,1.33877106272749e-06,4.23953758540562e-06,"CYBA","1535","cytochrome b-245 alpha chain"
"ENSG00000152778",292.633425653173,-0.546095388728798,0.113028950708877,-4.83146472920331,1.35532231275918e-06,4.29102905380124e-06,"IFIT5","24138","interferon induced protein with tetratricopeptide repeats 5"
"ENSG00000163516",245.664542614264,0.56829980167519,0.117628741159379,4.83130054843638,1.35644060519191e-06,4.29364725930377e-06,"ANKZF1","55139","ankyrin repeat and zinc finger domain containing 1"
"ENSG00000011198",452.961844116737,0.440029707216952,0.0911024677363422,4.83005255675875,1.36497016946268e-06,4.3191426796545e-06,"ABHD5","51099","abhydrolase domain containing 5"
"ENSG00000115020",1033.87987998248,0.343563240738246,0.071130570243078,4.83003636220222,1.36508119160203e-06,4.3191426796545e-06,"PIKFYVE","200576","phosphoinositide kinase, FYVE-type zinc finger containing"
"ENSG00000205213",369.809149488779,0.492297463540368,0.1019289070063,4.82981205233508,1.36661984632869e-06,4.32308291375666e-06,"LGR4","55366","leucine rich repeat containing G protein-coupled receptor 4"
"ENSG00000205531",1891.48669712697,0.252120752716741,0.052203784424054,4.82954934203143,1.36842402974806e-06,4.32786123399719e-06,"NAP1L4","4676","nucleosome assembly protein 1 like 4"
"ENSG00000243279",975.317152106762,0.317797751700039,0.0658068232695168,4.82925228586821,1.37046684548669e-06,4.33339205509178e-06,"PRAF2","11230","PRA1 domain family member 2"
"ENSG00000128272",3834.24860066821,-0.226414756598483,0.046893153057515,-4.82831163689893,1.37695492883799e-06,4.35297334646381e-06,"ATF4","468","activating transcription factor 4"
"ENSG00000239590",7.39906384003076,6.25055134007875,1.29460342273721,4.82815913375469,1.3780095912148e-06,4.35537322653307e-06,"OR1J4","26219","olfactory receptor family 1 subfamily J member 4"
"ENSG00000178913",2059.57731621168,0.243409538376274,0.0504157246856172,4.82804799284606,1.37877869509964e-06,4.35686972735387e-06,"TAF7","6879","TATA-box binding protein associated factor 7"
"ENSG00000124226",1572.40103960977,0.26132276420127,0.0541311224621086,4.82758812888452,1.38196538018544e-06,4.3660033811732e-06,"RNF114","55905","ring finger protein 114"
"ENSG00000147650",1005.36436241701,-0.334562391925259,0.0693256870016865,-4.82595133773605,1.3933653005927e-06,4.40107539651419e-06,"LRP12","29967","LDL receptor related protein 12"
"ENSG00000136560",533.297608513006,0.419166191996168,0.0868641307850093,4.82553832298873,1.39625612233317e-06,4.40926135224905e-06,"TANK","10010","TRAF family member associated NFKB activator"
"ENSG00000104689",79.3111180579124,1.01928510348882,0.211241735541671,4.82520701165014,1.39857924410453e-06,4.4156514352212e-06,"TNFRSF10A","8797","TNF receptor superfamily member 10a"
"ENSG00000163870",628.198696352393,0.407304477854976,0.0844362631797669,4.82380984800115,1.40841696865046e-06,4.44575910986733e-06,"TPRA1","131601","transmembrane protein adipocyte associated 1"
"ENSG00000166145",41.1941954911536,1.44082372841235,0.298721189424843,4.82330607743799,1.41198041939104e-06,4.45605298093901e-06,"SPINT1","6692","serine peptidase inhibitor, Kunitz type 1"
"ENSG00000250588",99.954740113239,-0.881909032660602,0.182852620000575,-4.82305931770532,1.41372905081184e-06,4.46061630290405e-06,NA,NA,NA
"ENSG00000188064",28.8328056943472,1.76935584683692,0.367122005212558,4.81953089630921,1.43896168248527e-06,4.53925883486041e-06,"WNT7B","7477","Wnt family member 7B"
"ENSG00000171530",1200.66839079656,0.322395910306292,0.0669069675771893,4.81857005302699,1.44590758806229e-06,4.56019388676698e-06,"TBCA","6902","tubulin folding cofactor A"
"ENSG00000177556",509.698779266785,-0.416961077857211,0.0865668417166464,-4.81663728962208,1.45997725065263e-06,4.60316578805393e-06,"ATOX1","475","antioxidant 1 copper chaperone"
"ENSG00000135736",157.465413976328,-0.717502823899376,0.148964194375073,-4.81661265587617,1.46015742021659e-06,4.60316578805393e-06,"CCDC102A","92922","coiled-coil domain containing 102A"
"ENSG00000128973",307.79282872546,-0.559697031995381,0.116205514750234,-4.81644122654906,1.46141183500611e-06,4.60613507791275e-06,"CLN6","54982","CLN6, transmembrane ER protein"
"ENSG00000197122",747.739216211134,0.348862964227697,0.0724400957906982,4.81588214951661,1.46551002241459e-06,4.6180642955626e-06,"SRC","6714","SRC proto-oncogene, non-receptor tyrosine kinase"
"ENSG00000131115",169.608904299231,0.708333186967252,0.147120397338774,4.81464976835383,1.47458277485337e-06,4.64566073873215e-06,"ZNF227","7770","zinc finger protein 227"
"ENSG00000184831",71.437813679379,-1.03456835462902,0.214961721366648,-4.81280270762449,1.48828197969796e-06,4.68781787065367e-06,"APOO","79135","apolipoprotein O"
"ENSG00000164823",359.013105052865,0.520842368247889,0.108301487390781,4.80918942847527,1.51543546419475e-06,4.77232646822697e-06,"OSGIN2","734","oxidative stress induced growth inhibitor family member 2"
"ENSG00000173705",208.08885348024,-0.628027793425639,0.130607067264832,-4.80852840950932,1.52045423382463e-06,4.78710841660058e-06,"SUSD5","26032","sushi domain containing 5"
"ENSG00000174243",1499.33095385821,-0.27876607055009,0.0579867949945378,-4.80740607540645,1.52901214724378e-06,4.81302456772296e-06,"DDX23","9416","DEAD-box helicase 23"
"ENSG00000121440",230.768649665112,-0.592528874996655,0.12327224164143,-4.80666910171213,1.53465681554633e-06,4.82976129564848e-06,"PDZRN3","23024","PDZ domain containing ring finger 3"
"ENSG00000181458",380.776995049562,-0.489483948142857,0.101851794390611,-4.80584511123721,1.5409916889825e-06,4.84854043999692e-06,"TMEM45A","55076","transmembrane protein 45A"
"ENSG00000171723",123.788239082132,-0.779274614566293,0.162152691961249,-4.80580744692492,1.54128185380551e-06,4.84854043999692e-06,"GPHN","10243","gephyrin"
"ENSG00000138614",366.752865378518,-0.477646940194151,0.0993938197027251,-4.80560000232143,1.54288094290519e-06,4.85253506968346e-06,"INTS14","81556","integrator complex subunit 14"
"ENSG00000104517",2816.18206976108,0.229482131529733,0.0477610263516614,4.80479899740996,1.54907048109982e-06,4.87096239608474e-06,"UBR5","51366","ubiquitin protein ligase E3 component n-recognin 5"
"ENSG00000255529",322.181423192256,-0.56792088514951,0.118209198580889,-4.80437133461225,1.55238489171708e-06,4.88034311734776e-06,"POLR2M","81488","RNA polymerase II subunit M"
"ENSG00000123106",294.642288118829,0.529474750486059,0.110209444501846,4.80425931624389,1.55325416643364e-06,4.88203452866262e-06,"CCDC91","55297","coiled-coil domain containing 91"
"ENSG00000166821",36.4387206247471,-1.48585686167846,0.30932112058329,-4.80360622926932,1.55833151702714e-06,4.8969488055322e-06,"PEX11A","8800","peroxisomal biogenesis factor 11 alpha"
"ENSG00000089009",9084.42260183497,-0.173132714665083,0.036047689795467,-4.80287961995429,1.56399920945209e-06,4.9137114365604e-06,"RPL6","6128","ribosomal protein L6"
"ENSG00000106804",36.4072794726976,-1.49072745166779,0.310409009923234,-4.80246192607765,1.5672662665886e-06,4.92292630796734e-06,"C5","727","complement C5"
"ENSG00000153560",1997.06083066195,0.24510013091687,0.0510394465076716,4.8021706285555,1.56954857718302e-06,4.92904473269194e-06,"UBP1","7342","upstream binding protein 1"
"ENSG00000151322",7.3095690583722,6.23705942004225,1.29914600846965,4.80089180075247,1.57960602649471e-06,4.95957256465256e-06,"NPAS3","64067","neuronal PAS domain protein 3"
"ENSG00000113522",855.780994184913,0.330356209127061,0.0688237976444167,4.80002877542258,1.58642834358416e-06,4.97993203998794e-06,"RAD50","10111","RAD50 double strand break repair protein"
"ENSG00000110583",436.142005646479,0.440672524565863,0.0918318707125127,4.79868831100506,1.59708106909531e-06,5.01230425816156e-06,"NAA40","79829","N(alpha)-acetyltransferase 40, NatD catalytic subunit"
"ENSG00000235173",334.865163244662,-0.50753487635229,0.105768389696813,-4.79854971610277,1.59818640252021e-06,5.01470538648986e-06,"HGH1","51236","HGH1 homolog"
"ENSG00000146281",212.475205788128,-0.614992944856834,0.128164440719334,-4.79846782309612,1.59883986793187e-06,5.01568794669644e-06,"PM20D2","135293","peptidase M20 domain containing 2"
"ENSG00000083844",318.926410236559,0.550805049540679,0.114800026374402,4.79795229091949,1.60295945945852e-06,5.02754128825276e-06,"ZNF264","9422","zinc finger protein 264"
"ENSG00000159788",379.676350518101,0.469765500265313,0.0979115525233223,4.79785569893212,1.60373245527222e-06,5.02889551612807e-06,"RGS12","6002","regulator of G protein signaling 12"
"ENSG00000130204",1055.72993471532,-0.318426167014059,0.0663855838095642,-4.79661620401662,1.6136836060234e-06,5.05902339620781e-06,"TOMM40","10452","translocase of outer mitochondrial membrane 40"
"ENSG00000005339",1482.65534014971,-0.27978707005766,0.0583339371882946,-4.79630012208061,1.61623071768163e-06,5.06593116061077e-06,"CREBBP","1387","CREB binding protein"
"ENSG00000110756",485.785074558296,-0.445084154745195,0.0928006620513869,-4.79613124417945,1.61759318531015e-06,5.06912361579864e-06,"HPS5","11234","HPS5, biogenesis of lysosomal organelles complex 2 subunit 2"
"ENSG00000130312",359.708882722947,0.468639971378969,0.0977383586637374,4.79484183882496,1.62803226358625e-06,5.10075244488397e-06,"MRPL34","64981","mitochondrial ribosomal protein L34"
"ENSG00000118418",198.332356462407,-0.64273111637925,0.13409638342818,-4.79305332439102,1.64261941028149e-06,5.14536128984667e-06,"HMGN3","9324","high mobility group nucleosomal binding domain 3"
"ENSG00000132763",86.3312140700617,-0.934814703748039,0.195090121751306,-4.79170700882389,1.65368276959667e-06,5.17891556700293e-06,"MMACHC","25974","metabolism of cobalamin associated C"
"ENSG00000063978",1320.71242423127,0.28172713216399,0.0588132341322969,4.79019962633345,1.66615468233045e-06,5.21686588234252e-06,"RNF4","6047","ring finger protein 4"
"ENSG00000186297",22.4416524359002,-1.97287709475173,0.411893785179999,-4.78977145501134,1.66971377895259e-06,5.2268992511052e-06,"GABRA5","2558","gamma-aminobutyric acid type A receptor alpha5 subunit"
"ENSG00000178177",187.979621545674,0.673046121190541,0.140533983408892,4.78920546379358,1.6744296938148e-06,5.23993480936494e-06,"LCORL","254251","ligand dependent nuclear receptor corepressor like"
"ENSG00000177606",2391.1282533282,-0.334258633679817,0.06979445106849,-4.78918636886771,1.67458901832738e-06,5.23993480936494e-06,"JUN","3725","Jun proto-oncogene, AP-1 transcription factor subunit"
"ENSG00000163961",436.8997403992,0.4293075725029,0.0896975722484006,4.78616713631907,1.69996506955515e-06,5.31820955107277e-06,"RNF168","165918","ring finger protein 168"
"ENSG00000160216",2333.93089988629,0.23244685813382,0.0485749190807399,4.78532671866017,1.70709411056882e-06,5.33937882036573e-06,"AGPAT3","56894","1-acylglycerol-3-phosphate O-acyltransferase 3"
"ENSG00000186017",108.935698849966,0.899002612229656,0.187922362916918,4.78390436494838,1.71922507408435e-06,5.37618059449505e-06,"ZNF566","84924","zinc finger protein 566"
"ENSG00000109911",79.6167755146198,-0.981904765975281,0.205262471398027,-4.78365460226413,1.72136378252271e-06,5.38172664972841e-06,"ELP4","26610","elongator acetyltransferase complex subunit 4"
"ENSG00000215788",53.392055126377,1.21642916910152,0.254308220318367,4.78328686181943,1.72451738456013e-06,5.3904426752168e-06,"TNFRSF25","8718","TNF receptor superfamily member 25"
"ENSG00000100065",348.35158388537,-0.508794159767374,0.106397873170027,-4.78199558514018,1.73563491955946e-06,5.42404313920004e-06,"CARD10","29775","caspase recruitment domain family member 10"
"ENSG00000172765",273.007007910043,0.54738044811717,0.114488126572089,4.78111105934207,1.74329015842443e-06,5.44681160798373e-06,"TMCC1","23023","transmembrane and coiled-coil domain family 1"
"ENSG00000141034",331.352312527952,0.517308648647826,0.108229613825848,4.77973292485572,1.75528209517525e-06,5.48311732062162e-06,"GID4","79018","GID complex subunit 4 homolog"
"ENSG00000112561",75.5889351965136,-0.988431619766562,0.206852489308562,-4.77843715137562,1.76662964256105e-06,5.51739514135723e-06,"TFEB","7942","transcription factor EB"
"ENSG00000137055",1040.79487262614,0.318147830509236,0.0665929345008843,4.77750129039607,1.77486911835289e-06,5.54195361573833e-06,"PLAA","9373","phospholipase A2 activating protein"
"ENSG00000276600",145.169685971079,-0.763512293102054,0.159840227068224,-4.77672177465167,1.78176028274457e-06,5.56229253274507e-06,"RAB7B","338382","RAB7B, member RAS oncogene family"
"ENSG00000144747",1231.62435754154,0.28124158428716,0.0588803008446682,4.77649706697494,1.78375153862568e-06,5.56633796324345e-06,"TMF1","7110","TATA element modulatory factor 1"
"ENSG00000179021",263.042476370565,-0.537990284219334,0.112632969025787,-4.77649030184193,1.78381152126468e-06,5.56633796324345e-06,"C3orf38","285237","chromosome 3 open reading frame 38"
"ENSG00000154027",1350.71557437187,0.284124186439424,0.0595348183281769,4.77240368607881,1.82040168698963e-06,5.67931415386393e-06,"AK5","26289","adenylate kinase 5"
"ENSG00000130414",1071.02879429704,-0.329766790193156,0.0691148909627702,-4.77128424279494,1.83054996894167e-06,5.70976623116664e-06,"NDUFA10","4705","NADH:ubiquinone oxidoreductase subunit A10"
"ENSG00000173715",79.861525234657,-0.981408262999733,0.205697437002782,-4.77112538347505,1.8319945007988e-06,5.7130628338495e-06,"C11orf80","79703","chromosome 11 open reading frame 80"
"ENSG00000177432",222.823146587073,-0.586140431894549,0.122875957055329,-4.77017999241803,1.84061376620195e-06,5.73872766792559e-06,"NAP1L5","266812","nucleosome assembly protein 1 like 5"
"ENSG00000116183",15.6925593685169,-2.6088366857597,0.546969415246377,-4.76962077410595,1.84573056656168e-06,5.75346385151988e-06,"PAPPA2","60676","pappalysin 2"
"ENSG00000204310",1198.47408526759,0.283914857665628,0.0595319130736763,4.76912034246669,1.85032105942828e-06,5.76655355759229e-06,"AGPAT1","10554","1-acylglycerol-3-phosphate O-acyltransferase 1"
"ENSG00000081019",278.343739141751,0.53356201215033,0.111904015983922,4.7680327418007,1.86033555102664e-06,5.79653812918194e-06,"RSBN1","54665","round spermatid basic protein 1"
"ENSG00000132953",641.978819512623,-0.369829355318397,0.0775659133869576,-4.76793657380669,1.86122355566362e-06,5.79807921440932e-06,"XPO4","64328","exportin 4"
"ENSG00000112699",199.624327673351,-0.621751097046289,0.130443559786022,-4.76643766902867,1.87511703207842e-06,5.84012570134652e-06,"GMDS","2762","GDP-mannose 4,6-dehydratase"
"ENSG00000108256",2138.46646827234,0.269500685415466,0.0565472593686929,4.76593717227388,1.87977833032681e-06,5.85340651433688e-06,"NUFIP2","57532","nuclear FMR1 interacting protein 2"
"ENSG00000179409",430.436069034688,-0.456733752247583,0.0958380678367315,-4.76568197332264,1.88215936941741e-06,5.85958276013389e-06,"GEMIN4","50628","gem nuclear organelle associated protein 4"
"ENSG00000116698",1315.19391808134,-0.298380913600297,0.0626356904501131,-4.76375228653296,1.90025762601466e-06,5.91467727396073e-06,"SMG7","9887","SMG7, nonsense mediated mRNA decay factor"
"ENSG00000234745",3315.27690273071,0.22596489795007,0.0474371226178293,4.76346130372462,1.90300117776741e-06,5.9219660806453e-06,"HLA-B","3106","major histocompatibility complex, class I, B"
"ENSG00000198001",311.78795187298,-0.505842389297639,0.106204070429011,-4.7629284570195,1.90803502839649e-06,5.93637750654582e-06,"IRAK4","51135","interleukin 1 receptor associated kinase 4"
"ENSG00000272391",686.530071234009,-0.36131187754377,0.0758856024304329,-4.76127046464444,1.92378019614611e-06,5.98410142059968e-06,"POM121C","100101267","POM121 transmembrane nucleoporin C"
"ENSG00000084090",2333.05832464298,0.236413685196442,0.0496551378793132,4.76111224927107,1.92528919980965e-06,5.98753159459687e-06,"STARD7","56910","StAR related lipid transfer domain containing 7"
"ENSG00000124212",35.6452157145129,-1.54689248172347,0.324951803332525,-4.76037512597069,1.93233463112073e-06,6.00817463996989e-06,"PTGIS","5740","prostaglandin I2 synthase"
"ENSG00000231925",3150.62386739265,0.220602593540651,0.0463425575515655,4.76025936408852,1.93344333221325e-06,6.01035389794534e-06,"TAPBP","6892","TAP binding protein"
"ENSG00000149657",542.303872065486,-0.400708345091682,0.0842016880295802,-4.7589110678032,1.94640163748285e-06,6.04936046672761e-06,"LSM14B","149986","LSM family member 14B"
"ENSG00000101639",343.572090447493,-0.476328522194373,0.10010197458932,-4.75843282960769,1.95101793832221e-06,6.06242934324114e-06,"CEP192","55125","centrosomal protein 192"
"ENSG00000185338",58.6366000448917,-1.26579511647081,0.266021784917028,-4.75823856630995,1.95289611057291e-06,6.06698627268623e-06,"SOCS1","8651","suppressor of cytokine signaling 1"
"ENSG00000111678",282.774640379103,0.529793094274134,0.111365607475584,4.75724154237015,1.96256288212676e-06,6.09573272008097e-06,"C12orf57","113246","chromosome 12 open reading frame 57"
"ENSG00000106330",234.968062177631,0.572922388015421,0.120436543854283,4.75704773385562,1.96444730581667e-06,6.10030012497389e-06,"MOSPD3","64598","motile sperm domain containing 3"
"ENSG00000168291",836.437125422147,-0.334153325678394,0.0702546987329644,-4.75631284034822,1.97160856863689e-06,6.12124859586484e-06,"PDHB","5162","pyruvate dehydrogenase E1 beta subunit"
"ENSG00000167740",233.334483834497,0.587912639180763,0.123608412592737,4.75625102571141,1.97221207131219e-06,6.12183266785995e-06,"CYB5D2","124936","cytochrome b5 domain containing 2"
"ENSG00000116212",509.787045147747,-0.41171513612272,0.0865799832282947,-4.75531549870027,1.98136741313668e-06,6.1489561875781e-06,"LRRC42","115353","leucine rich repeat containing 42"
"ENSG00000122779",365.374387593538,0.467349787982409,0.0983377849176103,4.75249456121027,2.00922176244239e-06,6.23408638628967e-06,"TRIM24","8805","tripartite motif containing 24"
"ENSG00000079156",271.945278050366,0.564998407468228,0.118938418310051,4.75034404775235,2.03070853016055e-06,6.29942797674304e-06,"OSBPL6","114880","oxysterol binding protein like 6"
"ENSG00000187514",7776.34991314127,0.217906439936557,0.0459081907986734,4.74656997249506,2.06895171586342e-06,6.41671094031884e-06,"PTMA","5757","prothymosin alpha"
"ENSG00000143222",879.359535202374,0.32568439921734,0.0686195398671782,4.7462340879543,2.07238860033271e-06,6.42601792377518e-06,"UFC1","51506","ubiquitin-fold modifier conjugating enzyme 1"
"ENSG00000064042",59.1291723621511,1.17786038228428,0.248263632225014,4.74439357761723,2.09131889340369e-06,6.48335251387961e-06,"LIMCH1","22998","LIM and calponin homology domains 1"
"ENSG00000095002",351.109318711169,-0.475429424858912,0.10021004613685,-4.74432896887056,2.09198642522569e-06,6.48405803048921e-06,"MSH2","4436","mutS homolog 2"
"ENSG00000138650",216.203560329829,-0.605082119522361,0.12755559932918,-4.74367352514914,2.09876999066028e-06,6.50371575322777e-06,"PCDH10","57575","protocadherin 10"
"ENSG00000115268",3347.1825616755,-0.21770824105115,0.0459062289382114,-4.74245535054032,2.1114337449448e-06,6.541583042463e-06,"RPS15","6209","ribosomal protein S15"
"ENSG00000111328",2922.25976104964,0.222009200311175,0.0468256392892625,4.74118888029967,2.12467736388364e-06,6.5812305567291e-06,"CDK2AP1","8099","cyclin dependent kinase 2 associated protein 1"
"ENSG00000141510",796.303459621212,-0.335083507248898,0.0707047128490736,-4.73919621120826,2.14567657904974e-06,6.64487947510718e-06,"TP53","7157","tumor protein p53"
"ENSG00000114933",220.187960661006,0.622296297120127,0.131310844014625,4.73910819620365,2.14660868334592e-06,6.64636949057818e-06,"INO80D","54891","INO80 complex subunit D"
"ENSG00000157823",276.689981198467,0.549397330956342,0.115950966317873,4.73818673878234,2.15639055992591e-06,6.67525395341063e-06,"AP3S2","10239","adaptor related protein complex 3 subunit sigma 2"
"ENSG00000115159",737.186689974721,-0.343014750411325,0.0724470809699008,-4.73469387336441,2.19385975573967e-06,6.78981627049374e-06,"GPD2","2820","glycerol-3-phosphate dehydrogenase 2"
"ENSG00000087111",1552.32867330444,0.280881729452221,0.0593416743416095,4.7332963312643,2.2090261364714e-06,6.83531958835095e-06,"PIGS","94005","phosphatidylinositol glycan anchor biosynthesis class S"
"ENSG00000166965",95.2768184835116,-0.89525312746845,0.189209091052451,-4.73155450665038,2.22806971442719e-06,6.89279837347353e-06,"RCCD1","91433","RCC1 domain containing 1"
"ENSG00000152944",333.839206257549,-0.501394183598183,0.105972738387296,-4.73135064006507,2.23030889061012e-06,6.89827752986609e-06,"MED21","9412","mediator complex subunit 21"
"ENSG00000107331",1189.98832695114,0.291336099466323,0.0616119535559237,4.72856455041447,2.26112740867606e-06,6.99213087475194e-06,"ABCA2","20","ATP binding cassette subfamily A member 2"
"ENSG00000112658",1312.57244559878,-0.275947002832216,0.0583712828569491,-4.72744454680705,2.27363128524563e-06,7.02932198069017e-06,"SRF","6722","serum response factor"
"ENSG00000000457",84.5774256485737,-0.945716212391567,0.200061402592559,-4.72712977184106,2.27715741210285e-06,7.03874705108468e-06,"SCYL3","57147","SCY1 like pseudokinase 3"
"ENSG00000118855",1500.8809312046,0.272271661033734,0.0576208732342031,4.72522622014198,2.29859326005099e-06,7.10351592925803e-06,"MFSD1","64747","major facilitator superfamily domain containing 1"
"ENSG00000146833",396.193967782325,-0.456235715780694,0.0965848327406009,-4.7236786857209,2.31616266108148e-06,7.1563113834421e-06,"TRIM4","89122","tripartite motif containing 4"
"ENSG00000198937",123.936486730149,-0.784289996605686,0.166085652823295,-4.72220196792147,2.333048247744e-06,7.20697234861688e-06,"CCDC167","154467","coiled-coil domain containing 167"
"ENSG00000145348",396.871897312286,0.450426792037906,0.0953989379396223,4.72150740632962,2.34103104876225e-06,7.23011642846983e-06,"TBCK","93627","TBC1 domain containing kinase"
"ENSG00000101493",943.703688255571,0.33307218987522,0.0705631176795785,4.72020229304032,2.35610209309288e-06,7.27513778504145e-06,"ZNF516","9658","zinc finger protein 516"
"ENSG00000141934",73.0669428521327,1.0078363071271,0.21352704434907,4.71994688166761,2.35906238357902e-06,7.28275270406107e-06,"PLPP2","8612","phospholipid phosphatase 2"
"ENSG00000239789",47.4910880005213,-1.30979539018608,0.277537409374999,-4.71934717966732,2.36602714298778e-06,7.30272419546679e-06,"MRPS17","51373","mitochondrial ribosomal protein S17"
"ENSG00000131507",1538.72739828515,0.266238247998717,0.0564223615086436,4.71866545248962,2.37396849530454e-06,7.32570093881874e-06,"NDFIP1","80762","Nedd4 family interacting protein 1"
"ENSG00000133121",1170.52998183093,0.298839594821455,0.0633512852062455,4.71718282981248,2.39132781725364e-06,7.37772438155413e-06,"STARD13","90627","StAR related lipid transfer domain containing 13"
"ENSG00000078747",1581.86201973631,0.262280859334173,0.055606145872814,4.71676026484696,2.39629770371376e-06,7.39151016269011e-06,"ITCH","83737","itchy E3 ubiquitin protein ligase"
"ENSG00000100528",1823.08564717627,0.262780755488935,0.0557233454366369,4.71581082273216,2.40750051353214e-06,7.4245119415017e-06,"CNIH1","10175","cornichon family AMPA receptor auxiliary protein 1"
"ENSG00000120539",178.438941943266,-0.655367976890729,0.139003192247882,-4.71476925308321,2.41984820287132e-06,7.46102987738859e-06,"MASTL","84930","microtubule associated serine/threonine kinase like"
"ENSG00000175970",746.994991776289,-0.357532196985278,0.0758537831039803,-4.71343922946035,2.43570388728981e-06,7.50834634822782e-06,"UNC119B","84747","unc-119 lipid binding chaperone B"
"ENSG00000145730",3067.44456262729,-0.229199070643486,0.0486313007646531,-4.7129948621501,2.44102354061191e-06,7.52317125502685e-06,"PAM","5066","peptidylglycine alpha-amidating monooxygenase"
"ENSG00000197283",344.600295024633,0.476052208616948,0.10105727775769,4.71071672599773,2.46847141995254e-06,7.60617432307349e-06,"SYNGAP1","8831","synaptic Ras GTPase activating protein 1"
"ENSG00000204178",584.627772269159,0.372305729013398,0.0790499176449615,4.70975479930975,2.48014983783674e-06,7.64056193771695e-06,"MACO1","55219","macoilin 1"
"ENSG00000106263",3877.21323657439,-0.203700553159269,0.0432622692907281,-4.70850365685569,2.49541889908148e-06,7.68599451090133e-06,"EIF3B","8662","eukaryotic translation initiation factor 3 subunit B"
"ENSG00000088247",3077.85861165185,-0.218921322624529,0.0464977149758899,-4.70821679598759,2.49893247151107e-06,7.6952082668471e-06,"KHSRP","8570","KH-type splicing regulatory protein"
"ENSG00000138686",343.494137451569,-0.490439797246723,0.104253062377886,-4.70432029583001,2.54713104987143e-06,7.84199235700963e-06,"BBS7","55212","Bardet-Biedl syndrome 7"
"ENSG00000204438",269.655041668455,0.556546538997052,0.118328188689013,4.70341467374061,2.55846046089888e-06,7.87522770942516e-06,"GPANK1","7918","G-patch domain and ankyrin repeats 1"
"ENSG00000120278",28.2967657330311,1.69458240378524,0.360306544614415,4.7031685355555,2.56154802087357e-06,7.88308513920124e-06,"PLEKHG1","57480","pleckstrin homology and RhoGEF domain containing G1"
"ENSG00000168701",475.309705377938,0.411431018096673,0.0874948619386383,4.70234490323806,2.57190570172683e-06,7.91330819040711e-06,"TMEM208","29100","transmembrane protein 208"
"ENSG00000164885",244.556931108582,-0.551900321808465,0.117380102618973,-4.70182176957183,2.57850529038891e-06,7.93195804002332e-06,"CDK5","1020","cyclin dependent kinase 5"
"ENSG00000135387",7618.14203237923,0.19144203052795,0.0407204880701377,4.7013687605661,2.58423335147473e-06,7.94791968573343e-06,"CAPRIN1","4076","cell cycle associated protein 1"
"ENSG00000226887",11.9943138057467,3.40217383826375,0.723670973981212,4.70127165602207,2.58546277607573e-06,7.95004180968163e-06,"ERVMER34-1","100288413","endogenous retrovirus group MER34 member 1, envelope"
"ENSG00000215252",79.4738090700349,1.01694371146551,0.216351965457606,4.70041355674571,2.59635145662737e-06,7.98185810758745e-06,"GOLGA8B","440270","golgin A8 family member B"
